frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score,license_plate_tesseract,license_plate_tesseract_score,license_plate_google
348,2.0,[532.377482754297 458.0784910623356 1080.8078893525542 908.3326621559718],[738.8583374023438 743.8405151367188 841.2802734375 792.2081909179688],0.738240122795105,NRT320,0.2616073563833761,NRT328,None,NRT324
350,2.0,[529.0963484235826 458.5838056637817 1079.4531589200226 909.2952644619352],[738.275390625 743.8610229492188 841.3504028320312 791.9013061523438],0.7192893624305725,NRT320,0.3193392333829595,NRT320,None,NRT320
351,2.0,[527.2440765396449 459.03620342931345 1077.8129574851205 910.6270097546244],[737.5444946289062 743.9729614257812 840.7548217773438 793.142822265625],0.728824257850647,NRI320,0.5544150145965188,NRT308,None,NRI324
353,2.0,[523.9333485809346 461.0791309291385 1072.4975808267195 914.7193114715485],[736.735107421875 748.7911376953125 843.0671997070312 799.904296875],0.7728551030158997,NRT320,0.2953577227740136,NRT320,None,NRT324
354,2.0,[524.9340851552222 460.9616286140734 1072.7692915910602 915.2943944948381],[736.7374877929688 748.7612915039062 843.0620727539062 799.9052124023438],0.7724152207374573,NRT320,0.2953577227740136,NRT320,None,NRT324
406,2.0,[18.924163807515868 525.5057898790739 751.1900873079471 1052.2872566412298],[428.6241760253906 866.2452392578125 545.9940185546875 922.141845703125],0.7762969136238098,NRL320,0.3967738035944734,NRT320,None,NRI320
407,2.0,[17.094986725002627 524.1014724207621 752.0930730691921 1052.287476422111],[430.7200927734375 865.1495361328125 546.869384765625 921.5478515625],0.6781482100486755,NRL320,0.4026686911858129,NRI420,None,None
408,2.0,[16.217393215797472 523.3954737188153 753.1744939093348 1052.594522418751],[430.65216064453125 865.1895141601562 546.8441162109375 921.5462646484375],0.6706600785255432,NRL320,0.42764425100183684,NRI420,None,None
419,2.0,[84.29493209876335 526.8578243541212 827.9426440695302 1069.5021134577248],[488.5208435058594 887.9594116210938 612.4337158203125 945.8897705078125],0.81357342004776,NRT320,0.3187086313536858,NRL320,None,NRI320
420,2.0,[87.01153442343741 529.7903169331762 831.3471296742055 1070.8325524863678],[488.5404052734375 887.9558715820312 612.4422607421875 945.8911743164062],0.8136265277862549,NRT320,0.3187086313536858,NRL320,None,NRI320
