frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score,license_plate_tesseract,license_plate_tesseract_score,license_plate_google,license_plate_google_score,faces
260,12.0,[380.7704804311471 303.42126419025305 1423.2142633356384 943.2147679894673],[509.6106262207031 709.653076171875 645.32177734375 792.5947265625],0.8039202690124512,HIK759,0.3026179237431573,None,None,HTK759,None,
261,12.0,[381.3354431064306 301.77733912474264 1422.9805712337518 942.0469409926664],[509.139404296875 704.9151000976562 648.9420776367188 791.6774291992188],0.8126079440116882,HHK759,0.3447613470860927,None,None,HTK759,None,images/rostros/rostro_24.jpg
262,12.0,[383.7585568640635 300.8806016574772 1423.3522089052608 941.1642433899674],[513.1513061523438 702.9014282226562 650.5737915039062 789.8432006835938],0.8166502714157104,HTK759,0.33261707878477764,None,None,HTK759,None,
265,12.0,[390.15880282020873 294.2436448602567 1423.3814211149293 934.1033496189308],[520.351318359375 697.9437866210938 656.75732421875 784.85595703125],0.8083571195602417,HHK759,0.734151499389884,None,None,HTK759,None,
271,12.0,[402.48349721235735 286.34225988334094 1422.7905354876586 923.6557400281855],[531.1932373046875 692.2685546875 661.9608764648438 774.8125],0.8032101392745972,HHK759,0.6343131759113171,None,None,HTK759,None,
272,12.0,[404.40976324414675 285.44885859026607 1422.771181053643 922.519335516103],[531.1892700195312 692.2635498046875 661.9654541015625 774.812255859375],0.8029510378837585,HHK759,0.5720929894912482,None,None,HTK759,None,
275,12.0,[403.94801760439003 283.373192621241 1423.538993828682 917.5474027315154],[534.0762329101562 686.3331909179688 668.4628295898438 767.7341918945312],0.8130237460136414,HHK759,0.27537530970192653,HIK759,None,HTK759,None,
279,12.0,[403.12093067167154 283.15954661661874 1424.5189031029877 912.5162127994764],[540.169677734375 677.9423828125 673.56494140625 763.179443359375],0.812771737575531,HHK759,0.3743384251723033,None,None,HTK759,None,
280,12.0,[403.3156956606776 283.3193139343604 1424.0162485916028 911.5978230932303],[541.9365844726562 676.6408081054688 675.2446899414062 762.437255859375],0.8002020716667175,HIK759,0.4664751119528498,None,None,HTK759,None,images/rostros/rostro_25.jpg
285,12.0,[420.8744491023551 281.4353864296353 1422.2162995964582 906.7329766525055],[548.417724609375 672.7203369140625 681.1774291992188 755.540771484375],0.7989725470542908,HIK759,0.21505624666374112,None,None,HTK759,None,images/rostros/rostro_26.jpg
291,12.0,[434.1221125773905 276.9329632293186 1419.122787334714 900.1660423228482],[555.28662109375 669.9152221679688 684.7095947265625 752.4987182617188],0.8244379162788391,HHK759,0.4292557829225562,None,None,HTK759,None,images/rostros/rostro_27.jpg
292,12.0,[435.6092543811989 276.98169128782484 1419.1562978417373 899.5662496017292],[555.966796875 669.7257080078125 684.9739379882812 751.8338623046875],0.8201777338981628,HIK759,0.4132421817984163,None,None,HTK759,None,
298,12.0,[442.81498326752876 274.7666952203673 1419.8304205358681 893.416897017929],[558.3235473632812 667.30224609375 686.7764282226562 747.739013671875],0.8112947344779968,HHK759,0.5779014057601994,None,None,HTK759,None,
309,12.0,[449.4258346955425 271.2683241682321 1419.8350784549243 886.2593644595099],[564.4290771484375 656.7899780273438 689.83544921875 738.310546875],0.81439208984375,HTK759,0.330162562051872,None,None,HTK759,None,
317,12.0,[455.2341252223015 270.3497050006588 1417.852044787172 883.1834375802034],[565.1757202148438 652.4631958007812 690.4893188476562 733.5159301757812],0.8065581321716309,HIK759,0.4444833896043468,None,None,HTK759,None,
319,12.0,[460.5004729592412 268.3241910335213 1421.0030291866562 881.2464588500048],[565.0155029296875 651.38916015625 689.7767944335938 732.9022216796875],0.8086965084075928,HHK759,0.39936748343103495,None,None,HTK759,None,
322,12.0,[461.95689230065244 267.8308672233919 1421.2436875723104 879.9773892190659],[564.9727172851562 651.2596435546875 689.5399169921875 731.9610595703125],0.8052971363067627,IHK759,0.526379477685096,None,None,HTK759,None,
325,12.0,[462.39474828935676 267.1897189819438 1421.0146514138903 879.8551928095801],[565.0048828125 650.9658813476562 690.26708984375 730.51953125],0.8077393174171448,HTK759,0.20238569345152788,None,None,HTK759,None,
334,12.0,[462.09952105018556 268.41132870545033 1417.4189298752826 877.7873651842472],[565.895751953125 649.8834228515625 690.6790161132812 728.6987915039062],0.7931180596351624,HTK759,0.30762916691770725,None,None,HTK759,None,images/rostros/rostro_28.jpg
347,12.0,[466.5944705794559 267.9252587628974 1419.0489392193197 870.5339239040559],[568.827392578125 644.7755126953125 687.782958984375 721.5069580078125],0.7983102202415466,JTK759,0.2406670601607546,None,None,HTK759,None,images/rostros/rostro_29.jpg
349,12.0,[471.72441567292486 267.0115585050633 1422.2734107496917 868.4671235816659],[571.5860595703125 642.5590209960938 688.3629760742188 720.3433227539062],0.79510498046875,HHK759,0.3035202792125414,None,None,HTK759,None,images/rostros/rostro_30.jpg
351,12.0,[474.5136395859574 266.7195144302761 1423.351999358703 867.303314579867],[570.1072998046875 643.7906494140625 687.9016723632812 720.4693603515625],0.7765854597091675,HTK759,0.2903776082426596,None,None,HTK759,None,images/rostros/rostro_31.jpg
361,12.0,[476.8130078826256 269.80658422444736 1419.8444897156623 862.2140463668027],[574.6116943359375 643.6382446289062 686.9820556640625 716.526123046875],0.7627675533294678,HHK759,0.1824705766359868,None,None,HTK759,None,
362,12.0,[477.14995886590276 270.01387023979873 1419.6700683382094 861.9225195365018],[574.6082153320312 643.6345825195312 686.9938354492188 716.5160522460938],0.7623387575149536,HHK759,0.23923454726431928,None,None,HTK759,None,
364,12.0,[479.1335581072245 269.2936592825198 1420.8266187664917 859.4590118198308],[575.220703125 643.5582275390625 686.7244262695312 715.65478515625],0.7642503976821899,HTK759,0.30201243250651816,None,None,HTK759,None,
367,12.0,[479.4282862838895 270.80219511896325 1419.8873479821557 858.06142274582],[576.4525146484375 643.038818359375 687.5182495117188 713.9627075195312],0.7511846423149109,HHK759,0.2961390294257123,None,None,HTK759,None,
368,12.0,[479.5055968738869 271.28957452136626 1419.181276461747 857.7849177918334],[576.4635009765625 643.0779418945312 687.5314331054688 713.9549560546875],0.7515801191329956,HIK759,0.2779593398931911,None,None,HTK759,None,
370,12.0,[480.8745172465366 271.8019273688793 1419.975460527795 856.9162093718434],[579.190673828125 640.4630126953125 687.165771484375 712.5884399414062],0.7663277387619019,HHK759,0.36429053041294124,None,None,HTK759,None,
371,12.0,[481.12136929221566 272.1750685997271 1420.505273470538 856.2443743795563],[578.5614624023438 639.6588134765625 687.1591186523438 711.3085327148438],0.7788455486297607,HHK759,0.619116217097715,None,None,HTK759,None,
373,12.0,[482.2485330211725 272.4408476391698 1421.6419151917323 853.5921345640259],[578.533447265625 637.4942016601562 686.8905029296875 709.4185791015625],0.7864173054695129,IHK759,0.6944489031770718,None,None,HTK759,None,
374,12.0,[482.49057959922806 272.69819950644944 1421.845271346103 852.7595474940362],[578.5340576171875 637.5003662109375 686.8869018554688 709.4202880859375],0.7864226698875427,HHK759,0.5226217306213912,None,None,HTK759,None,
376,12.0,[482.78183854460855 273.0929276441649 1422.1382839861233 851.0814144432842],[576.7622680664062 637.26953125 685.634765625 708.1897583007812],0.7849962711334229,HHV759,0.3105981889493554,None,None,HTK759,None,
