frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score,license_plate_tesseract,license_plate_tesseract_score,license_plate_google,license_plate_google_score,faces
126,12.0,[96.28849670778152 259.28626793009175 1300.0087158505848 1028.8406894371974],[347.6130676269531 764.28759765625 559.5985107421875 875.8381958007812],0.878360390663147,HTK759,0.43738813774198526,HTK759,None,None,None,
127,12.0,[94.43241175029402 259.17442595736026 1301.0674344891167 1027.929579029137],[348.791015625 763.8636474609375 562.07080078125 875.7890625],0.8786178827285767,HTK759,0.7271380477664294,HIK759,None,None,None,
128,12.0,[93.13160340056481 259.28574076920756 1301.9234762659894 1027.4349194541082],[348.79888916015625 763.8717041015625 562.065673828125 875.7742309570312],0.8784816265106201,HTK759,0.575358844194874,HIK759,None,None,None,
129,12.0,[92.21874604897994 258.25705682403765 1302.7137710742259 1026.0093617477744],[349.23797607421875 761.9097900390625 561.3579711914062 875.4051513671875],0.881530225276947,HTK759,0.5346609805344187,HIK759,None,None,None,
130,12.0,[92.22712531819923 259.0708272057036 1304.4310718816469 1026.6321356039334],[350.138671875 760.9266357421875 562.2404174804688 874.5064086914062],0.8817822337150574,HTK759,0.3314648061263895,HIK759,None,None,None,
131,12.0,[92.26846742669807 258.62638413778484 1305.5322579781673 1026.2548457265257],[350.2070617675781 760.2855834960938 562.6154174804688 873.6002197265625],0.8801977634429932,HTK759,0.33162582939413154,None,None,None,None,
132,12.0,[106.58672495370286 257.63807837447547 1314.654517626123 1024.8692012114095],[350.6376037597656 760.4598999023438 562.3648681640625 873.0082397460938],0.8767759203910828,HTK759,0.24191489866026983,None,None,None,None,
133,12.0,[97.53434142923265 258.13205978112984 1308.0166001464368 1025.2534833725504],[352.5123596191406 761.5205078125 562.7498168945312 872.3881225585938],0.8787732720375061,HTK759,0.9492917319625609,HIK759,None,None,None,
134,16.0,[96.35814711950775 253.1553756059625 1304.3972092459826 1024.5104434538812],[352.5116271972656 761.5230712890625 562.7509155273438 872.3848266601562],0.878974199295044,HTK759,0.9358503315660831,HIK759,None,None,None,
135,16.0,[95.97411257150543 253.0006978822109 1304.3925961313294 1024.1721673722902],[350.7234802246094 759.3953247070312 561.5681762695312 872.5446166992188],0.8787590861320496,HIK759,0.25567658236349167,HIK759,None,None,None,
136,16.0,[95.51702979905212 252.2859712711384 1304.0916025641004 1023.184828405907],[350.8143310546875 758.8511352539062 561.5191040039062 871.9824829101562],0.8779523372650146,HTK759,0.29268673486855706,HIK759,None,None,None,
137,16.0,[96.12791458671961 252.17535775585708 1304.2771128349655 1022.5223982249672],[351.06866455078125 758.1336059570312 561.6309814453125 871.7532958984375],0.8791958689689636,HTK759,0.5395475775097354,HIK759,None,None,None,
138,16.0,[96.17494170186285 252.42029683899528 1303.6049245873155 1021.6908351286036],[350.7655334472656 757.9921875 561.3994140625 871.2802734375],0.8813050985336304,HTK759,0.5545958906820585,HIK759,None,HTK759,None,
139,12.0,[90.21245438067444 257.8982735996981 1304.3687542110283 1024.1008576206807],[350.6616516113281 757.7323608398438 561.2149658203125 870.7531127929688],0.8802652359008789,HTK759,0.5287198687562772,HIK759,None,HTK759,None,
140,12.0,[90.50773284257707 257.9565402098662 1304.0219024414705 1024.0216943812477],[350.66839599609375 757.76953125 561.2092895507812 870.7534790039062],0.8804425001144409,HTK759,0.889516559529514,HIK759,None,HTK759,None,
141,12.0,[90.38342965265736 257.5739115776971 1303.8071669100004 1023.3693510097703],[350.5815734863281 756.8455810546875 561.3343505859375 870.129638671875],0.8724167346954346,HTK759,0.6305119230630782,HTK759,None,HTK759,None,
142,12.0,[90.18249134020107 256.96331073165 1303.6680169106628 1022.4027994374692],[350.85113525390625 757.0691528320312 561.0714111328125 869.5676879882812],0.8670706152915955,HIK759,0.2842951109413988,HIK759,None,None,None,
143,12.0,[90.50130944656075 256.42075070366747 1303.8055793440035 1021.4654029166609],[351.0147705078125 756.797607421875 560.3856811523438 869.1456298828125],0.8596250414848328,HTK759,0.9314606699909019,HIK759,None,None,None,
144,12.0,[90.33689579309203 256.03680730398366 1303.495255552463 1021.2220621141311],[350.8829040527344 759.302490234375 559.4671020507812 869.135009765625],0.8570067882537842,HTK759,0.2432670886422892,HIK759,None,None,None,
145,12.0,[89.6971076667387 257.07837181318416 1303.7898494382302 1022.0527114627524],[350.8389892578125 755.7918090820312 557.2623901367188 869.1751098632812],0.8511130809783936,HIK759,0.2729262192428316,None,None,None,None,
146,12.0,[89.26883242343376 257.48764622749366 1304.059823264206 1022.2916717000536],[350.8436279296875 755.791259765625 557.2901000976562 869.1822509765625],0.851115345954895,HIK759,0.2787075446166524,None,None,None,None,
147,12.0,[88.13599505673835 258.26458065674916 1303.4916381963876 1022.8172662175714],[350.44390869140625 759.0596923828125 557.5131225585938 869.2234497070312],0.8553766012191772,HTK759,0.7734621224546916,HIK759,None,None,None,
148,12.0,[89.08637474990292 260.1137223269227 1304.554108605924 1023.5271551107799],[349.8161315917969 758.63037109375 556.7130126953125 869.3375854492188],0.8610689640045166,HTK759,0.26707464432974676,HIK759,None,None,None,
149,12.0,[91.19483151571228 260.9674554077621 1306.1740967707674 1023.2666717516843],[351.08734130859375 757.6803588867188 554.42138671875 869.8533325195312],0.8535231947898865,HTK759,0.8389425251080065,HTK759,None,None,None,
150,12.0,[94.18262759011202 261.07316248142234 1307.3757116095035 1021.7783808892566],[350.4674987792969 758.3234252929688 554.4840087890625 870.0785522460938],0.8583388328552246,HTK759,0.2683289830751318,HTK759,None,None,None,
151,12.0,[95.1957530364424 262.05692892138126 1306.6992246919076 1020.9507358774958],[350.1026611328125 758.6771850585938 553.9724731445312 869.7742309570312],0.8617776036262512,HIK759,0.2148359747280959,HTK759,None,None,None,
152,12.0,[95.83959324155376 262.74817106598476 1306.156952756685 1020.2907680247229],[350.11053466796875 758.647705078125 553.9642333984375 869.772216796875],0.8618192076683044,HTK759,0.579202747966898,HTK759,None,None,None,
153,12.0,[97.12537784887945 263.7388850122591 1306.297551482932 1020.0303494305474],[348.1998596191406 759.107177734375 553.8306884765625 868.8886108398438],0.8564377427101135,HTK759,0.3022209191736307,HIK759,None,None,None,
154,12.0,[97.97321478759022 263.45232972899987 1306.0236651359737 1019.0501157176933],[347.64776611328125 758.6640014648438 552.6852416992188 867.6967163085938],0.8567743897438049,HTK759,0.28412183718458833,HIK759,None,None,None,images/rostros/rostro_5.jpg
155,12.0,[98.74857850208957 263.40896060955424 1304.888828006523 1018.244244618131],[347.63043212890625 758.890380859375 551.1089477539062 866.9747924804688],0.8688820004463196,HTK759,0.3298120941362011,HIK759,None,None,None,
156,12.0,[98.68858831391378 264.4266666542272 1303.0766775275756 1019.1612939623462],[347.7989196777344 758.6285400390625 548.4893188476562 865.8010864257812],0.8865285515785217,HTK759,0.3964464870633423,HIK759,None,None,None,
157,12.0,[99.85354367066236 264.0292654168594 1303.086468448777 1017.7806139708524],[347.44207763671875 757.8572387695312 547.568359375 864.7523803710938],0.8783212900161743,HTK759,0.35745018520173283,HIK759,None,None,None,
158,12.0,[100.91658310364767 265.29740295569735 1303.2738055214672 1018.5626937162849],[347.3757019042969 757.7686767578125 547.5518188476562 864.7555541992188],0.8785132765769958,HTK759,0.521377613944923,HIK759,None,None,None,
159,12.0,[101.14919495991285 265.7560476042213 1302.694026558964 1018.8735592028008],[346.5647277832031 758.1329956054688 546.0209350585938 864.7498168945312],0.8918536901473999,HTK759,0.2598416745507374,HIK759,None,None,None,
160,12.0,[100.40381135368716 266.3563082201156 1300.8398895690204 1018.4929581389879],[346.0970764160156 757.3961791992188 544.4095458984375 864.7080688476562],0.88742995262146,HIK759,0.43196864903742943,HTK759,None,None,None,
161,12.0,[101.33121634835265 267.885938011671 1300.5561523719796 1018.1954770125037],[345.02252197265625 757.1666259765625 542.5984497070312 864.924560546875],0.8906687498092651,HIK759,0.2428127573120959,HTK759,None,None,None,
162,12.0,[101.14491267611652 269.5520995680113 1300.8051791037992 1018.4545017599041],[344.4907531738281 757.1500854492188 541.7927856445312 864.733154296875],0.8879275918006897,HTK759,0.3841959280284031,HIK759,None,None,None,
163,12.0,[99.22586392529024 271.8064828484281 1299.4197814000727 1018.8893170326575],[343.8626403808594 757.1898193359375 541.610595703125 864.816650390625],0.8832290172576904,HIK759,0.4197812976491547,HIK759,None,None,None,
164,12.0,[98.33897947933883 272.95500344497907 1298.8815980051843 1018.7252104123098],[343.83306884765625 757.1748046875 541.6135864257812 864.81884765625],0.8829069137573242,HIK759,0.4226483974937479,HIK759,None,None,None,
165,12.0,[113.85791076872351 272.63711282688143 1306.9977806159443 1017.4916563957062],[342.9676513671875 758.0687866210938 540.7514038085938 865.570556640625],0.882510781288147,HTK759,0.5693754108266639,HIK759,None,None,None,
166,12.0,[107.24936604835341 274.08466158826343 1300.9619971061602 1018.0731569032422],[340.51995849609375 759.408935546875 538.9468383789062 866.6593017578125],0.8745127320289612,HTK759,0.6176761485600879,HIK759,None,None,None,
167,12.0,[117.60957703652753 275.3399210527825 1305.5843880709936 1018.602303538122],[340.9651794433594 760.9288330078125 535.8675537109375 867.2647705078125],0.8681349158287048,HTK759,0.393046303520828,HIK759,None,None,None,
168,12.0,[124.15421858237266 275.9403042917945 1309.9396943194984 1017.8660582913371],[341.09063720703125 761.6749877929688 536.4273681640625 867.1107788085938],0.8623203039169312,HTK759,0.5032556227083576,HTK759,None,None,None,
169,12.0,[126.73827580442344 277.11250845026535 1309.4840496492518 1017.764089429869],[341.5749206542969 761.6951293945312 533.7894897460938 869.0538940429688],0.8813915848731995,HIK759,0.2968429969746912,HIK759,None,None,None,
170,12.0,[128.23092800134714 277.7384854307862 1308.82215798697 1017.4549584619311],[341.56121826171875 761.675537109375 533.7701416015625 869.05517578125],0.8812581300735474,HIK759,0.3050963639326897,HIK759,None,None,None,
171,12.0,[130.4274151378944 278.4798271103869 1310.4362246575374 1017.3986241127045],[342.50457763671875 762.977783203125 531.2069091796875 869.5550537109375],0.8757645487785339,HIK759,0.2867497166353398,HIK759,None,None,None,
172,12.0,[116.48397496935468 279.6363575857852 1300.8608508523967 1017.7145722321582],[343.47418212890625 764.689453125 531.5140380859375 868.8841552734375],0.8836573958396912,HIK759,0.23171913289880897,HIK759,None,HTK759,None,
173,12.0,[112.31808153705447 281.9820610904091 1299.8879808827667 1019.3707847031121],[341.5324401855469 764.8326416015625 528.7811279296875 869.6971435546875],0.8812899589538574,HIK759,0.4311944905729079,HIK759,None,None,None,
174,12.0,[123.69371640185886 282.2447474466145 1308.5880477253002 1019.5159292475809],[339.70135498046875 765.3648071289062 528.1560668945312 869.9632568359375],0.8818719983100891,HTK759,0.6247592672520598,HIK159,None,None,None,
175,12.0,[130.89291207578856 284.9753723249035 1314.312318230951 1020.59842559457],[338.8258056640625 766.0728149414062 524.8280639648438 869.8969116210938],0.8821254372596741,HTK759,0.5384837634800093,HTK759,None,None,None,
176,12.0,[133.7932813798095 286.31741356542364 1316.0813533029223 1020.7024498833247],[338.82470703125 766.0654907226562 524.8135986328125 869.895263671875],0.8822522759437561,HTK759,0.5301401725067929,HIK759,None,None,None,
177,12.0,[135.81304731731564 288.7818420402615 1317.1645448414242 1021.0070892371867],[337.89453125 766.5971069335938 524.00732421875 871.4866943359375],0.8844088315963745,HTK759,0.28119744656890017,HIK759,None,None,None,
178,12.0,[135.70641625590292 290.3976802885471 1314.1012813788052 1021.6560238507622],[336.7944030761719 767.4100341796875 522.532470703125 871.4229125976562],0.8912234902381897,HTK759,0.6041396484397019,HIK759,None,None,None,
179,12.0,[137.64172006734304 293.75094747988476 1317.2588117481605 1022.3071000501742],[336.11102294921875 767.4867553710938 521.830322265625 872.07568359375],0.8888416290283203,HTK759,0.1989701273197479,None,None,None,None,
180,12.0,[141.37730785662177 296.6381943217904 1323.7821490732 1022.3227538789267],[335.9312438964844 767.84912109375 520.0045166015625 871.7666015625],0.884864091873169,HIK759,0.15415175012929774,HIK799,None,None,None,
181,12.0,[141.73750314496806 298.59442389850534 1323.7076032781447 1021.8133038824496],[334.97149658203125 767.8786010742188 518.517333984375 871.4002075195312],0.8900094628334045,HTK759,0.34801534833614345,None,None,None,None,
182,12.0,[141.87269053035914 299.6176494036628 1323.518543043051 1021.0737264961106],[334.9794616699219 767.8778686523438 518.515869140625 871.39892578125],0.889948844909668,HTK759,0.3480729822683562,HIK799,None,None,None,
183,12.0,[134.59941443038224 299.47549566341166 1315.9251539013944 1019.6658589124029],[334.2745056152344 765.8274536132812 517.3311767578125 871.1336059570312],0.8942519426345825,HTK759,0.573699927207321,HIK759,None,HTK759,None,
184,12.0,[139.56744903943593 300.3522045888139 1318.2877497958143 1018.9647366339166],[333.8625183105469 765.0870361328125 515.443359375 869.790771484375],0.8689674735069275,HTK759,0.5227715453859497,None,None,None,None,
186,12.0,[145.01423095676967 301.494672165797 1316.3513493213427 1017.28263095909],[333.9483642578125 764.2901000976562 513.687255859375 864.5172729492188],0.8531090617179871,HTK759,0.6110161706032191,None,None,HTK759,None,
187,12.0,[147.94852231607 300.82449847660007 1317.1010342152047 1016.667534607902],[333.51177978515625 763.5657958984375 510.5349426269531 861.214111328125],0.8690667152404785,HTK759,0.4593443586622193,HIK759,None,None,None,
188,12.0,[149.59715832779602 300.47574447625163 1317.2525722251944 1016.3670770906416],[333.5363464355469 763.5846557617188 510.5421142578125 861.1478271484375],0.8688316941261292,HTK759,0.16320287917743312,HIK759,None,None,None,
189,12.0,[151.46614343970293 298.97624400347206 1318.6001521276094 1015.1724178361109],[333.10845947265625 762.57275390625 510.3152160644531 861.8572998046875],0.8628321886062622,HTK759,0.3538027124714281,None,None,None,None,
190,12.0,[151.13021030773234 298.0782372443801 1318.1788867514972 1013.0819648137492],[333.64727783203125 762.3872680664062 510.1257019042969 860.8397827148438],0.8728801012039185,HIK759,0.4998243982827539,None,None,None,None,
193,12.0,[163.13170387872287 298.56076978565903 1328.7303541047008 1012.1599379152169],[338.5082702636719 759.6714477539062 509.2122802734375 856.8619995117188],0.8655622005462646,HTK759,0.27323637744465884,None,None,None,None,
194,12.0,[163.78956285675144 297.5587203878933 1327.0619772287155 1012.4631623242715],[338.5048828125 759.646728515625 509.197265625 856.8797607421875],0.865821361541748,HIK759,0.49533469701754773,None,None,HTK759,None,
195,12.0,[165.3545238351552 300.51122480646995 1327.0399468166097 1013.5621101142565],[340.3561706542969 757.6668090820312 510.4624328613281 854.4450073242188],0.8621249198913574,HTK759,0.27516589171170475,HIK759,None,None,None,images/rostros/rostro_6.jpg
199,12.0,[185.65053134968264 304.17957495604776 1335.5558870306277 1012.7033588109747],[350.1649475097656 752.689453125 515.0278930664062 849.2772216796875],0.8521726131439209,HTK759,0.14979785064284634,HIK159,None,None,None,
200,12.0,[188.18238744839562 304.6891974535818 1336.051609724499 1012.1570381317918],[350.1588439941406 752.682861328125 515.03515625 849.292236328125],0.8521043062210083,HIK759,0.1882745625454423,HIK159,None,None,None,
201,12.0,[192.08408443354585 306.07051656664123 1337.9771570730454 1012.3925471994831],[354.9058532714844 748.8438720703125 516.1700439453125 847.9815673828125],0.8541415929794312,HIK759,0.389798002961683,None,None,HTK759,None,
202,12.0,[195.26591597172433 305.741298616032 1339.7370178384017 1010.9908066571029],[356.1327209472656 747.7443237304688 517.9046630859375 846.183837890625],0.8730794191360474,HPK759,0.16154342937458327,None,None,None,None,images/rostros/rostro_7.jpg
204,12.0,[202.9335145112575 305.10034733165617 1342.8809886446886 1008.4434911792553],[364.4241027832031 747.733154296875 524.2651977539062 842.4208374023438],0.8480149507522583,HIK759,0.13686702649181934,HIK759,None,HTK759,None,images/rostros/rostro_8.jpg
205,19.0,[206.26653857112876 302.05089334451685 1339.367960813228 1003.0488059896286],[367.5737609863281 747.310546875 524.1917724609375 840.503173828125],0.8480306267738342,HHK759,0.3216299702917778,None,None,None,None,images/rostros/rostro_9.jpg
208,12.0,[218.9164099057533 306.65387942850504 1352.877810559709 1002.9861909389515],[372.07763671875 744.262939453125 530.3399658203125 838.8037719726562],0.8306849598884583,HHK759,0.5343619387376023,HTK759,None,HTK759,None,images/rostros/rostro_10.jpg
209,12.0,[222.4892131464959 307.6330918866042 1353.7814967913478 1002.3931818891213],[378.8998107910156 743.1397705078125 530.8941650390625 836.4578247070312],0.813622772693634,HTK759,0.13765171629466802,None,None,None,None,images/rostros/rostro_11.jpg
211,12.0,[230.2578046949866 306.52441822461964 1360.1846308182746 998.8649107502051],[383.3376770019531 743.154052734375 538.42529296875 835.4615478515625],0.8427476286888123,HIK759,0.09532526743660791,HIK759,None,HTK759,None,images/rostros/rostro_12.jpg
217,20.0,[246.36362335599802 301.9015118758035 1372.3316870534566 996.1349126963936],[403.1041259765625 740.2966918945312 552.89501953125 829.9392700195312],0.8419550657272339,HTK759,0.23031532035221483,None,None,HTK759,None,
218,20.0,[249.4501360050881 302.57853967592524 1374.4399073146938 996.1359612547333],[403.0967102050781 740.3098754882812 552.8980102539062 829.9275512695312],0.841906726360321,HTK759,0.26751173674466056,None,None,HTK759,None,
221,12.0,[266.4987690135638 305.4986810255822 1384.9411587485931 985.5136792599554],[410.73040771484375 740.6513671875 560.4129638671875 825.6734619140625],0.8570050597190857,HUK759,0.3430439908964797,None,None,HTK759,None,images/rostros/rostro_13.jpg
223,12.0,[274.992176283988 305.05340705510787 1390.7730137949784 985.1219239685723],[416.3193054199219 739.5113525390625 565.7174072265625 826.5142822265625],0.840120792388916,HIK759,0.2941827836614399,HIK759,None,HTK759,None,images/rostros/rostro_14.jpg
225,12.0,[278.98196304146757 304.7929579516475 1392.271534495213 985.1271086959749],[421.47015380859375 738.6524658203125 569.3505249023438 827.5917358398438],0.8533620834350586,HTK759,0.3770122784324808,HTK759,None,None,None,images/rostros/rostro_15.jpg
227,12.0,[288.061174821793 306.93876757611423 1400.201975441211 981.7249085667959],[427.50933837890625 736.9894409179688 575.1800537109375 823.3265991210938],0.8505090475082397,HTK759,0.3551550971628766,HIK759,None,HTK759,None,images/rostros/rostro_16.jpg
230,12.0,[299.5494415185949 308.0172280982297 1410.3546553290976 976.8148194956627],[434.47705078125 732.7844848632812 581.794189453125 820.8660888671875],0.8373369574546814,HTK759,0.3811158906520494,None,None,HTK759,None,
232,12.0,[304.4551839722744 305.8903472598499 1415.9858772447687 971.00668749037],[442.5227966308594 732.002197265625 588.3263549804688 818.603759765625],0.8206661343574524,HHK759,0.2222776169731707,None,None,HTK759,None,images/rostros/rostro_17.jpg
235,12.0,[316.3234517028875 309.7563773081198 1423.5217991602108 972.9552107425628],[452.47412109375 729.4246215820312 595.445068359375 815.6689453125],0.8390603065490723,HTK759,0.22571613832003917,None,None,HTK759,None,images/rostros/rostro_18.jpg
236,12.0,[317.79669892318475 310.31117716729455 1424.1231306916911 972.294930605181],[452.4801940917969 729.4205932617188 595.4400634765625 815.6574096679688],0.8389542698860168,HTK759,0.21868547765804122,None,None,HTK759,None,images/rostros/rostro_19.jpg
237,12.0,[319.4965116087699 311.13172670937365 1423.5697803147143 973.519633466301],[454.67779541015625 726.6499633789062 599.3778076171875 814.494140625],0.823529064655304,HHK759,0.3353829851848373,None,None,HTK759,None,images/rostros/rostro_20.jpg
239,12.0,[319.5964412150289 309.77857525010774 1423.1773347249778 970.7618860014977],[462.83746337890625 724.5548706054688 608.2924194335938 813.6492919921875],0.8131536245346069,HIK759,0.42369409451694234,None,None,HTK759,None,
243,12.0,[332.9097472157879 309.36067402839933 1422.6483360779025 969.6327890747938],[475.1693420410156 724.1920776367188 614.591064453125 811.535400390625],0.8042380213737488,HIK759,0.26834457834305586,None,None,HTK759,None,
247,12.0,[349.95869533614723 311.06640486717305 1423.8298524911124 970.321200687915],[483.7840576171875 721.2537231445312 625.87060546875 808.9515380859375],0.8272867202758789,HIK759,0.5254154177148099,None,None,HTK759,None,
248,12.0,[352.2615562952153 310.5702936603693 1422.434254590463 970.8093431490167],[483.80181884765625 721.2509155273438 625.8901977539062 808.9134521484375],0.8272707462310791,HIK759,0.5426264627207705,None,None,HTK759,None,
250,12.0,[357.4825274123132 310.87186779561597 1421.9359190267644 967.9357872943051],[492.6845397949219 718.105224609375 632.7314453125 805.1070556640625],0.8178523778915405,HUK759,0.21858618772712987,None,None,HTK759,None,images/rostros/rostro_21.jpg
251,12.0,[360.49924938414983 308.490009016996 1422.6021462508372 962.1902025848249],[493.40240478515625 718.0469970703125 634.0579833984375 803.5728149414062],0.8248890042304993,HHK759,0.6060591495854731,None,None,HTK759,None,images/rostros/rostro_22.jpg
253,12.0,[369.14267352794434 307.77180952598803 1424.848357552898 955.9398621707859],[498.51397705078125 716.675537109375 636.7525634765625 805.4514770507812],0.8401368856430054,HHK759,0.606918666311391,None,None,HTK759,None,
257,12.0,[374.6465817320616 303.6578001242773 1422.1444721428597 945.8786156775126],[504.4085998535156 715.1867065429688 643.4773559570312 798.7527465820312],0.8422682881355286,FIK759,0.2965420153791465,HIK759,None,HTK759,None,images/rostros/rostro_23.jpg
