frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score,license_plate_tesseract,license_plate_tesseract_score,license_plate_google
270,1.0,[798.0692880474522 504.4384176216954 1546.610453794483 1072.8052939120516],[1091.512939453125 908.1992797851562 1238.3939208984375 980.1172485351562],0.8434446454048157,JBE668,0.5974347762652366,None,None,JBE668
275,1.0,[799.8338291461616 503.8313914392538 1544.7420143189722 1060.2263000421829],[1092.39453125 907.7843627929688 1238.5345458984375 976.2896118164062],0.8448581695556641,JBE668,0.8942002046018138,IGE668,None,JBE668
276,1.0,[800.1695989127196 503.8661882709296 1544.255733886651 1058.3100101933776],[1092.4083251953125 907.787109375 1238.532470703125 976.2843017578125],0.8448045253753662,JBE668,0.8858577514973456,IGE668,None,JBE668
277,1.0,[801.3035174700976 502.87967565981455 1545.3847384410728 1055.5337154527815],[1092.51611328125 905.6515502929688 1239.02978515625 970.6490478515625],0.8313974142074585,JBE668,0.580154347638649,None,None,JBE668
300,1.0,[761.1636641818363 560.5888793925993 1462.1326460549276 1068.3982037445833],[1041.400146484375 931.9208374023438 1177.6768798828125 994.6610107421875],0.8288925290107727,JBE668,0.47734711195868273,None,None,JBE668
316,1.0,[744.9554166809452 556.8037676057189 1430.3769085231966 1064.6659528073749],[1019.5147705078125 935.5076293945312 1151.5689697265625 1000.6356811523438],0.8443345427513123,JBE668,0.8819894631484398,None,None,JBE668
324,1.0,[732.0231887397389 599.3944444928371 1415.2530657674301 1076.336078464827],[1005.9896850585938 968.47509765625 1140.1707763671875 1032.4515380859375],0.8009018898010254,JBE660,0.3921273362361037,JBE666,None,JBE668
326,1.0,[729.7977340275875 600.5638449553929 1413.5223631683753 1074.0523091088196],[999.5484008789062 964.7706298828125 1136.8382568359375 1032.2252197265625],0.8120952248573303,JBE668,0.5314233062492932,None,None,JBE668
327,1.0,[728.4056124482987 598.5341152704019 1412.886575911179 1072.4417724399982],[1000.1353149414062 965.6416625976562 1135.10107421875 1032.0721435546875],0.8165420889854431,UBE668,0.16136847664011367,None,None,JBE668
329,1.0,[722.3540341183924 599.6709944215723 1406.4992132366074 1072.4571717513854],[994.5150756835938 975.7474365234375 1132.6080322265625 1037.792724609375],0.814936637878418,UBE668,0.3050730067804998,JBE666,None,JBE668
330,1.0,[721.2417189636731 599.9441881999946 1405.342146929927 1072.3287104563565],[994.5093383789062 975.7483520507812 1132.6033935546875 1037.788818359375],0.8150306940078735,UBE668,0.3050730067804998,JBE666,None,JBE668
331,1.0,[719.4899744690363 601.1536402171325 1404.5147744565609 1072.5511964186526],[992.2093505859375 978.4465942382812 1128.230712890625 1040.78515625],0.827207088470459,JBE668,0.356738857490251,None,None,JBE668
333,1.0,[717.8093536854527 603.2208807191986 1404.3624999952663 1072.8827359579254],[992.03173828125 980.0289916992188 1127.186767578125 1043.8939208984375],0.8327282667160034,JBE668,0.5131058830841744,JBE668,None,JBE668
334,1.0,[714.8072494744633 601.0797746848582 1402.6468489288545 1071.4032678713504],[985.0468139648438 976.1185913085938 1123.31689453125 1040.2034912109375],0.8195623159408569,JBE668,0.5767479867071564,None,None,JBE668
337,1.0,[705.8454282624466 587.1455437194256 1398.5533752069296 1067.728847240457],[980.082275390625 955.485595703125 1117.5018310546875 1019.0786743164062],0.8178179264068604,UBE660,0.22056739091718844,JBE668,None,JBE668
344,1.0,[678.0657539674971 490.6776111178103 1386.182530156209 1044.5398426674324],[958.3048095703125 858.4114990234375 1098.30078125 921.7570190429688],0.8123063445091248,JHJ668,0.33173985622667224,JBE660,None,JBE668
399,1.0,[546.2531667375715 448.58536789135496 1411.7611786364532 1070.3007280397965],[871.6140747070312 910.9786376953125 1044.5289306640625 993.437255859375],0.8649219274520874,UBE668,0.1998171866871741,None,None,JBE668
400,1.0,[546.7837870342487 448.7574271434873 1414.815091265171 1069.8479206287475],[874.0167846679688 909.1029052734375 1045.999267578125 991.7111206054688],0.8685827255249023,JBE660,0.5527992799288742,JBE668,None,JBE668
401,1.0,[546.950242223346 447.4481386534628 1416.9112637827734 1068.5546725793743],[875.2688598632812 908.9183349609375 1047.0242919921875 991.4619140625],0.8615869879722595,JBE668,0.4527636980169403,None,None,JBE668
402,1.0,[546.6410114640885 446.9566250316941 1418.0005061767824 1068.0954417226878],[875.2570190429688 908.9222412109375 1047.0223388671875 991.4947509765625],0.861324667930603,JBE668,0.4527636980169403,None,None,JBE668
403,1.0,[547.799058656643 446.13973151750116 1418.8476674916321 1067.7483303450779],[875.441162109375 907.4775390625 1048.207763671875 989.9608764648438],0.8691995739936829,JBE668,0.410363085616309,None,None,JBE668
415,1.0,[558.7529883459663 455.4980289416714 1412.1125621054675 1066.649817360648],[883.367431640625 907.1898803710938 1051.0220947265625 985.4713134765625],0.857505202293396,JBE668,0.198658337355446,None,None,JBE668
463,33.0,[603.8807989730833 518.7009871766458 1291.7026414934473 1053.3845428839127],[869.0487670898438 883.8147583007812 1004.1989135742188 947.4409790039062],0.8301166296005249,UBE668,0.5907053772706414,None,None,JBE668
464,33.0,[601.6963288640313 517.1704088019204 1286.0439133531968 1051.060008414639],[864.5883178710938 882.8525390625 999.0908203125 946.9376220703125],0.8219274282455444,JBE668,0.591599499807154,None,None,JBE668
468,33.0,[596.0344695234085 518.6339776764737 1271.3920404481569 1044.7402242114147],[858.7816772460938 884.0064697265625 991.6602172851562 946.2066650390625],0.8177834153175354,JBE668,0.4993240131098777,JBE668,None,JBE668
478,33.0,[587.7398081305278 562.4244935387976 1244.3514643010637 1053.2187527342624],[840.8485107421875 921.1730346679688 968.7381591796875 984.0543823242188],0.7907266020774841,JBE668,0.5788836334543519,None,None,JBE668
485,33.0,[583.6204940192815 569.4679543211872 1226.9459161526358 1052.6589500800856],[827.282958984375 913.5569458007812 954.4112548828125 972.9779663085938],0.8242970108985901,OBE668,0.5141574546159463,JBE668,None,JBE668
486,33.0,[583.5281690291729 569.4859774532251 1225.438558814695 1052.9497247851875],[827.30859375 913.5386352539062 954.4411010742188 972.9761352539062],0.8247959017753601,OBE668,0.5024390552152067,JBE668,None,JBE668
519,33.0,[576.5400453714069 504.2285515077133 1197.5133626206346 1020.0385374039063],[811.094970703125 835.7193603515625 932.6334228515625 888.603515625],0.7839416265487671,JBE668,0.44747521686994346,None,None,JBE668
525,33.0,[580.6715514509484 491.23439015710187 1190.7990021407577 980.4117789362369],[811.530029296875 819.9368286132812 929.892333984375 874.2590942382812],0.7959715723991394,JBE688,0.217670590253969,None,None,JBE668
527,33.0,[582.9289195752044 501.2778855642349 1188.6947180464094 991.9496876862055],[811.330322265625 828.443115234375 928.6183471679688 882.1159057617188],0.7786742448806763,UBE668,0.9151579905691966,UBE668,None,JBE668
528,33.0,[584.1253486519656 504.1395087223699 1187.963263565769 994.6965948758999],[811.3233032226562 828.4473266601562 928.6118774414062 882.1144409179688],0.7784970998764038,UBE668,0.9151579905691966,UBE668,None,JBE668
543,33.0,[612.6071073288974 551.6716956535251 1178.9990965262627 1022.2947365724187],[825.4024658203125 853.3795166015625 935.6627197265625 901.988525390625],0.7984305620193481,JBE068,0.7333589386708602,JBE668,None,JBE668
544,33.0,[615.6512587186155 552.3250586652786 1180.3609335640356 1020.2366577138413],[828.62548828125 849.8192749023438 938.880615234375 899.224609375],0.8116220235824585,JBE668,0.9495844507438171,JBE668,None,JBE668
639,33.0,[736.900789562234 556.1573263104173 1100.045054515083 862.5560165863479],[875.811767578125 746.0155029296875 948.4676513671875 777.9386596679688],0.6306562423706055,LBN668,0.013619238967908783,None,None,JBE668
652,33.0,[726.4984427547724 582.8586803444416 1082.369070356761 877.5823797560342],[856.8279418945312 767.4832763671875 927.4692993164062 799.3443603515625],0.6754282712936401,WAE668,0.14235497735786354,None,None,JAE668
862,135.0,[554.6106206388737 443.9972554904083 1267.9139996905 987.4838205329553],[819.5284423828125 665.8782348632812 949.8799438476562 725.8956298828125],0.8161817193031311,ONU844,0.4667596905537205,None,None,ONU844
865,135.0,[568.5560014959804 442.8935136195383 1276.8652527254287 987.9177122553012],[830.7322998046875 666.8298950195312 964.2952880859375 730.4052124023438],0.8154325485229492,ONU004,0.10062511774142502,None,None,ONU844
874,135.0,[601.2845610020711 486.915069558759 1285.206172704098 1017.3939933888586],[860.4375 698.5150146484375 984.8646240234375 761.3743896484375],0.8042320013046265,ONU044,0.28941506810919276,None,None,ONU844
877,135.0,[610.4385689346755 481.4954797501248 1285.6641056458402 1010.0465984838995],[864.1893310546875 691.6917724609375 991.4388427734375 753.3455810546875],0.8044866323471069,ONU844,0.33332939480790574,None,None,ONU844
879,135.0,[619.4379355656255 481.0589024357883 1288.7404662474655 1009.725179697874],[872.0458374023438 692.403076171875 1000.5269165039062 753.4599609375],0.8245853185653687,ONU844,0.42452216801164283,ONU840,None,None
880,135.0,[629.5053067466633 479.8144075249994 1295.9736518254265 1007.5112468967483],[883.6821899414062 690.4244384765625 1010.5413208007812 752.6905517578125],0.792373538017273,ONU944,0.4069567325975945,None,None,ONU844
891,135.0,[760.7804029465296 477.6723723392545 1401.9687086476306 989.4240550807776],[1009.068603515625 687.069091796875 1131.179443359375 744.6720581054688],0.7991272211074829,DNU944,0.3179892504925013,ONU844,None,None
892,135.0,[775.5433205552802 490.3017480336093 1414.2984512635087 1000.5398372801237],[1021.3855590820312 703.3944091796875 1143.3204345703125 759.5925903320312],0.8151499629020691,ONU844,0.1868372309848259,ONU804,None,None
895,135.0,[809.7519752877666 523.4711672442406 1441.6669720838404 1030.1262647435171],[1053.45068359375 727.2059326171875 1172.81201171875 784.177001953125],0.7690675258636475,ONU844,0.14434038381486705,ONU804,None,None
898,135.0,[853.9891502637631 534.370999412244 1477.6528747127365 1035.4319284064022],[1095.97021484375 732.7095336914062 1215.9639892578125 791.8753051757812],0.8013861179351807,ONU948,0.19245317452926206,ONU844,None,None
907,135.0,[928.2389752291272 507.52519451359314 1533.725150769328 993.3890285392051],[1165.1024169921875 704.6054077148438 1280.5361328125 759.2435913085938],0.8171969652175903,ONU800,0.2471224667818477,ONU844,None,ONU844
908,135.0,[934.2170932622325 506.90528163466 1537.7922868023738 991.8092749749844],[1171.5076904296875 704.4829711914062 1286.0478515625 760.2684326171875],0.791343629360199,ONU804,0.7833615136952371,ONU944,None,ONU844
909,135.0,[938.4946925937213 510.21208269928036 1540.5365847022924 991.5065546877421],[1175.3497314453125 710.9147338867188 1291.5325927734375 768.2717895507812],0.784688413143158,ONU844,0.31970370377248974,None,None,ONU847
991,135.0,[1086.5753479862697 527.7221248469116 1676.6997945982057 994.5718748272691],[1333.20556640625 712.708251953125 1444.62744140625 767.6056518554688],0.7991018891334534,WNV904,0.3944748326208646,ONY844,None,ONU844
994,135.0,[1087.7932510060405 519.4522513651109 1688.532231137293 993.5800820313843],[1335.4493408203125 705.8092651367188 1453.4033203125 759.1087646484375],0.8050041198730469,DNV004,0.11439829675994503,None,None,ONU844
1000,135.0,[1092.9982671635612 492.0162557683173 1709.7532189763128 983.9742089366514],[1349.375732421875 686.8548583984375 1467.36962890625 744.268310546875],0.7888973951339722,DRU849,0.07367909595104329,None,None,DNU844
